bö;2074
ge;402412
bü;7653
ga;41935
fl;17223
fg;6380
ff;29168
fi;27400
bä;2577
fs;6843
fr;43170
fu;12065
ft;51793
fo;28455
fn;3724
he;253371
hb;2858
ha;148852
gn;6943
gl;26217
gk;4663
gi;34099
gh;2922
gg;2106
gu;20708
gt;43735
gs;38851
gr;42624
go;6597
dt;11277
du;31154
dw;2749
ea;14909
eb;55363
aß;6253
ec;35992
ed;52143
de;588816
dd;2937
dg;2245
df;2055
di;249598
dh;2521
dl;9627
do;28101
dn;4626
ds;11690
dr;24890
ew;28526
ex;9721
eu;76668
ev;6114
ey;2514
ez;11351
fa;42482
fe;68785
fb;2372
eh;93003
eg;82564
ef;36551
ee;10946
el;169863
ek;26504
ei;510088
ep;12084
eo;5981
en;1034371
em;110873
et;112190
es;263811
er;1024824
ca;5941
bw;2472
bs;17732
br;29754
bu;28298
bt;14230
bn;2474
bo;13828
bl;23416
bg;5765
bi;39872
bb;2470
be;295185
da;147046
co;8368
ck;44694
cl;2690
ci;2222
ch;690804
ce;6397
cd;2684
az;5358
ay;4616
ba;47112
at;122112
as;138433
ar;143800
ax;2093
av;5480
au;215912
ak;22828
al;167537
ai;14798
ap;11448
am;80364
an;282869
ac;75044
ad;27560
aa;10059
ab;84227
ag;79842
ah;60304
ae;3461
af;36782
nu;36610
nt;148498
ns;101654
nr;5036
np;3156
no;37120
nn;93255
nz;41221
nw;6827
nv;6030
of;18629
oc;47061
od;20722
jü;2263
oa;2834
ob;20543
om;45388
on;166669
ok;6505
ol;78608
oi;2049
og;14352
kä;3240
oh;20934
ot;25905
os;33045
ov;4355
ou;7391
op;18786
oo;3649
or;130417
ow;7514
kö;14811
oz;13621
pd;4130
pe;32604
pf;16376
kü;8863
pa;35692
pl;16857
po;27661
ph;5886
lä;25228
pi;26055
lo;29175
ln;9447
lm;7237
ll;134270
ls;51802
lr;2740
lp;2938
lv;3092
lu;30500
lt;80653
lz;4190
hö;14184
ly;3748
iß;5978
hü;5133
ma;95434
mb;10184
mg;2342
me;133125
mf;2163
ml;3888
mi;116611
mm;51183
mp;17113
mo;24240
mt;16593
ms;11839
mu;24369
na;95278
nb;14068
nc;10551
nd;314168
ne;274544
nf;24247
ng;203453
jä;5008
nh;11517
ni;113798
nk;38211
nl;10871
nm;7829
ju;9899
jo;5017
ki;16217
gä;3168
kf;2794
ke;70853
ka;54339
fü;57740
ks;9298
kt;46173
ku;25204
ko;56322
kr;27923
kl;27518
kn;3808
li;165378
lh;2421
hä;22717
lk;7537
le;194682
ld;26092
lg;11308
lf;12083
gü;2201
la;100446
lc;4844
lb;17569
hr;117934
hs;21000
hw;14775
ht;134277
hu;22854
hk;4656
hi;50474
hn;43451
ho;35389
hl;56928
hm;26058
id;29186
eß;7849
ic;231559
ib;17627
dü;3572
ia;19287
ih;31273
ig;104694
if;14692
ie;463964
ir;60419
is;197056
it;218977
iu;4304
iv;16271
ik;28768
il;74361
im;75242
in;478586
io;50436
ip;6501
je;21608
fä;8111
iz;11504
ja;29692
tä;20848
xi;2568
xp;3005
sü;2651
sä;5507
wi;103467
wo;38087
wu;16604
rö;8465
rü;28153
wa;70707
we;136995
rä;22678
vi;26867
vo;104552
uz;2962
uv;2647
ve;107866
va;7851
ui;2828
uk;6592
ul;22318
ue;31713
uf;76508
ug;20078
uh;7806
ur;105848
us;119646
ut;64282
um;67152
un;319269
up;11745
ty;2118
tz;60695
tu;44285
tt;63871
tw;18289
tv;3306
ub;13443
ua;7808
ud;10698
uc;51480
to;38043
tn;4891
tm;6270
tl;27567
ts;80440
tr;79713
tp;2627
tg;9096
tf;4571
te;487133
td;2655
tk;2799
ti;127820
pä;5718
th;19337
tb;5556
ta;93236
su;20183
sv;7009
ss;121654
st;322645
sy;4591
sz;6513
sw;8626
sl;13713
sk;13199
sm;9769
sp;63069
so;77036
sr;9307
sd;3477
oß;9466
sc;231360
sf;7347
se;214590
sh;14274
sg;14925
si;152186
rz;24083
nü;3491
sa;66333
sb;9936
rr;20386
rs;90979
rt;127665
ru;67584
rv;5438
rw;16212
rp;7543
ro;83711
rn;63304
rm;29018
rl;36394
rk;40665
ri;125876
nä;7513
rh;25438
rg;45487
rf;26644
re;266814
rd;92132
rc;19214
rb;37693
mü;12158
ra;137712
mö;7234
qu;7031
mä;6736
lü;5321
lö;4511
pt;10144
pu;10019
pp;13038
pr;63756
ps;2832
zä;2682
wü;7610
wä;11934
vö;2325
wö;2193
zi;33940
ze;82788
za;9189
zw;23784
zu;115101
zt;21574
zo;4220
zl;5415
ye;3760
uß;8652
tü;9591
tö;3099
ys;4983
ym;2638
äc;11689
ßb;2547
ße;21839
ßl;2309
ßt;5043
ät;22533
äu;11212
äm;4215
äl;9364
än;27927
äs;12059
är;20898
äd;4081
äg;7563
äf;7071
äh;17823
ün;23311
ül;4272
üs;10914
ür;62638
üt;6180
üb;31875
üc;16709
üg;4538
üd;2738
üh;18593
öß;3703
öt;3037
ör;13186
ös;6151
ön;15665
öl;6040
öh;5760
öf;4998
ög;5801
öd;2585
öc;2621
äft;6538
ähl;3883
ähr;9899
äge;4549
äch;11225
äng;8548
änd;13521
ält;4502
äll;3029
äus;2149
ärk;2639
äre;5975
äsi;4788
ärt;4228
äte;4869
äst;2374
äss;3101
äum;2332
äuf;2883
ätz;4920
ätt;4853
ßte;2258
ßli;2130
ßen;10093
ßer;5490
bis;15385
bil;9943
bin;4363
ble;7895
bli;9331
bla;2490
bni;2068
bor;2144
bot;3834
ban;6887
bal;5521
bah;3150
bac;2583
bay;2601
bau;8658
bas;2060
bar;9436
bea;2493
bei;50418
beh;4522
beg;7429
bef;3885
bed;5192
ber;88426
ben;52695
bel;7180
bek;5830
bez;4180
bew;6956
bes;23652
bet;10535
bie;4536
bge;4970
bri;7760
bra;9776
bre;4850
bru;3185
bsc;3050
bst;9112
bte;2241
bur;6546
bun;13562
buc;2562
bus;2871
brü;2060
afü;2641
ain;5033
ais;2388
ahm;5866
ahn;5215
ahl;10543
ahr;33048
ahe;2485
ags;3423
agt;16287
anw;2123
anz;18084
ann;34644
ant;14205
ans;12911
ane;4466
anf;3225
ang;40467
ani;9878
ank;14178
anl;2812
ana;5397
anc;6174
and;61133
amt;7182
amm;10859
amp;4209
ams;2264
ami;8685
ame;11865
amb;2693
ama;3671
alt;24852
als;35357
all;38247
ali;13083
ald;3528
ale;13204
ala;2417
alb;6942
akt;11650
abe;49873
abg;5538
abi;2785
abs;6485
aar;2268
aat;5960
aft;21020
aff;5641
afe;2364
age;30692
ael;2658
adi;3394
ade;8125
adt;6291
ack;3650
ach;69027
azu;2526
auß;4383
aye;2606
arf;2463
are;10366
ard;7287
arc;2025
arb;14415
ara;8248
arn;2468
arm;3900
arl;3017
ark;9369
ari;7169
aru;2926
arr;2675
ars;3299
art;22554
arz;2386
asi;2943
asc;3805
ase;2165
api;2687
app;3304
aut;10292
avo;2721
ast;9613
ass;42606
ato;3702
ate;17240
ati;23391
ath;2829
auc;32130
aub;5149
att;20892
ats;6124
atu;3246
atz;8825
aum;5409
aup;4455
aus;61340
aue;9900
auf;65116
aug;2892
jed;7966
jet;5614
fäh;2937
fäl;3473
jah;21584
itr;2166
itu;6374
itt;21310
its;14202
itz;10162
isk;2258
ism;2375
isl;2701
iso;2067
isp;2671
iss;13085
ist;71364
ita;8460
ite;35167
itg;4130
iti;20619
ühe;2733
ium;3592
iva;2542
üge;2625
ivi;2364
ive;8131
übe;29746
ion;44682
üch;3091
irt;5036
ück;13615
irm;2529
irk;5116
isi;5796
ish;2919
ise;12248
isc;52428
isa;2231
ire;2641
ira;7202
ird;14959
ünf;5214
ünc;2289
ünd;7123
üne;2423
üns;2882
itä;7306
ühr;9929
ühl;2609
üll;2267
izi;4708
ize;4353
kin;5869
kir;2064
kis;2454
keh;3165
kei;20083
kel;5089
