«ا;2081
ؤسس;3699
أيا;3126
أيض;5277
ؤتم;2499
أور;4706
أوس;2682
أهم;3011
أهل;2695
أوب;3160
أول;11446
أوض;2207
أنه;20456
أنن;2431
ؤال;2084
أمي;8394
أمن;6623
أنا;4185
أنت;2003
أمو;2577
أمل;2233
أمس;2582
ألم;5534
أما;9857
ألف;3679
أمر;13329
أقل;2459
أكب;2424
أكث;7863
أكد;4121
أفغ;2453
أفض;2282
أفر;2184
أعل;5258
أعم;3623
أضا;4215
إضا;2454
إره;3454
إسل;8376
إسر;10812
إدا;4641
إذا;6444
ؤول;6670
إجر;2215
ؤلا;2679
ؤكد;2821
إير;7560
ئرة;2362
إلا;6667
إلي;4484
إلى;43585
إنت;3689
ئاس;2207
إنس;5525
إنه;6157
إعل;5130
اضي;12013
اصر;4125
اصل;4365
اصم;2645
اضح;2098
اصي;2646
اضا;3476
اعا;5884
اعب;4166
اعة;7482
اعت;12208
اعد;11984
اطق;3116
اطن;4755
اطل;2540
اطي;4451
اعي;9112
اعم;2054
اعل;5435
فإن;5032
فاء;2145
فار;3564
فاد;3125
فات;4888
فال;7691
فاق;6288
فاع;6541
ادا;6725
اخل;7306
احي;4535
اخت;6063
فاو;3863
فان;3376
اخر;3932
فتا;2786
احت;9106
احا;2120
اجم;2396
احة;4568
اجه;6222
احب;2120
احد;9638
ارب;5825
ارة;22021
ارا;19116
ادي;15114
ار،;2138
فتح;2929
فتر;5923
ادل;3707
ادم;4211
اذا;8351
اده;4246
ادة;14113
ادث;3340
ادت;4022
ادر;8459
ازي;4644
است;35880
اسة;7025
اسب;5677
اسا;4350
اري;23790
اره;5939
ارن;2263
ازا;3456
ارو;2555
ارك;11689
ارض;4215
ارع;3277
ارس;6827
ارد;3798
ارت;10237
ارج;7859
اصة;5435
اشن;2047
اشر;3569
اسم;6596
اسل;4398
اشت;2795
اسي;16559
اسع;2803
اسر;6209
ئلة;2683
ائب;4144
ئمة;2117
ائج;2311
ائد;4495
ائر;7683
ائع;2467
ائم;7548
ائل;10041
ائق;3222
ائف;2760
ائي;27094
ائه;4865
ابا;11639
ابت;3094
ابة;5940
ابر;2966
ابع;7557
ابي;9155
ات،;5071
ابل;6054
ابق;7456
ابه;3798
ابو;2275
ابن;2503
اتج;2038
اتح;3986
اتب;3385
اتف;5644
اتص;2219
ئيس;18181
اتي;6456
اته;18143
اثة;4375
ئية;6038
اثا;2029
اجر;3116
اجة;2591
اجت;6950
ئيل;16697
اجا;2553
اثن;2795
اجع;2853
اء،;2602
اءا;3241
عظم;2695
عضا;2385
عشر;6724
عسك;4670
عزي;3563
عري;2027
عرو;3116
عرف;7680
عرض;7503
عرب;15991
عرا;13643
عدة;7296
عدا;8660
عدد;9068
عدم;6364
عدي;4359
عدو;2213
عتر;3234
عتم;2698
عتق;6884
ظيم;3265
عبر;4907
ظهر;3765
عبد;6897
عبي;5036
عتب;6812
عاء;2828
عات;10496
عائ;2705
عال;22053
عام;31667
عاي;2805
عاً;2209
عاو;3509
عبا;3683
عان;3534
عاص;3399
عار;7647
عاد;10526
ظمة;3780
ءات;3137
غرا;2052
غرب;7725
غزة;2455
غري;2202
عيا;2757
عية;11759
عيد;5781
عيش;3393
عين;7999
عمل;22685
عنا;4620
عمر;4286
عنه;3674
عنو;2597
عها;4767
غان;5174
عني;5025
غال;2539
عند;11243
عوا;4311
عوب;2087
عهد;2190
عون;3605
عود;13125
عقا;2145
عقل;2667
عقو;3750
عقد;3608
علا;17042
عكس;2138
علق;3198
علي;24833
على;93876
علو;4216
عما;9983
علن;6798
علم;9846
آخر;8902
غني;2211
غير;18874
غيي;2463
أبن;2070
أبو;2142
أتي;2950
أجل;2554
أحد;7433
أحم;2290
أخذ;2617
أخر;8286
أخي;3705
أرب;4212
أرض;3125
أسب;3540
أست;2538
أزم;2330
أسا;4557
أسر;2639
أشا;2808
أسل;2243
أصب;2485
جدا;3751
جدي;11864
جرا;8381
شعر;3319
جري;6576
شعب;5836
جزا;2249
جتم;13639
ثير;11207
شما;3940
شكل;11943
شنط;2064
صال;7292
شهر;7837
شهد;3591
صبح;5062
صاب;4149
صاد;10256
صار;4835
جات;3108
جاب;3889
ثنا;3595
جاء;4662
جاح;2281
جار;8748
جاز;2507
جاد;2637
جال;8703
جان;9485
جام;5903
جاو;3203
جاه;4437
ثني;2213
ثور;2012
جما;7856
صحا;3636
صحي;10046
جلس;7091
صحف;3874
صدر;6212
حاف;6157
حال;14104
حام;2025
حاك;2879
جنو;8113
حاو;5559
جهة;5136
جها;6453
صدا;2426
جمي;9007
حات;5030
صدي;2166
حاج;3256
حاد;7950
حار;3032
