gd;13973
ge;343267
ga;37885
gb;2114
fl;4986
fg;5564
ff;9256
fi;17273
fs;8777
fr;8854
fu;3405
ft;30643
fo;18219
he;249534
ha;63624
gn;2993
gl;4033
gi;31308
gh;6140
gg;7848
gu;5005
gt;14771
gs;17342
gr;42948
go;21169
dt;25079
du;25902
dv;4990
dw;3948
ea;16675
eb;49231
ec;49124
ed;101318
de;633426
dd;12725
dg;2365
di;123889
dh;3720
dk;2194
dj;2439
do;58700
ds;28070
dr;32115
ew;21747
ex;9110
eu;48054
ev;65143
ey;2213
ez;44652
fa;9114
fd;8618
fe;20165
eh;15990
eg;74957
ef;43383
ee;356922
el;277707
ek;81324
ei;86053
ep;30179
eo;6017
en;1029856
em;68452
et;306931
es;127425
er;632549
ca;19462
bs;4756
br;34328
bu;15605
bt;2370
bo;37076
bl;22437
bi;59027
bb;14370
be;154365
db;2324
da;134891
cu;8887
ct;34010
cr;7163
co;40071
ck;5234
cl;6775
ci;18349
ch;173906
ce;24521
cc;3509
az;3317
ay;2493
ba;33772
at;180319
as;58393
ar;200169
ax;2439
av;9664
au;16166
ak;50198
al;164301
ai;14925
ap;24852
am;60119
an;438060
ac;48430
ad;40978
aa;317191
ab;10182
ag;60439
ae;2826
af;31245
nu;16900
nt;120638
ns;88203
nr;3392
np;3691
no;47346
nn;37948
nz;11900
nw;8524
nv;10913
oe;133352
of;36323
oc;22716
od;27663
oa;6797
ob;10465
om;93749
on;171186
ok;38896
ol;55538
oi;9158
oj;2780
og;45733
oh;2022
ot;50062
os;24193
ov;41073
ou;52151
op;118686
oo;214534
or;234698
ow;5990
oz;2754
pd;2607
pe;71879
pg;6143
pa;42278
pl;30374
pn;2154
po;25626
ph;2981
pi;14251
lo;47160
ln;2075
lm;5547
ll;64075
ls;45377
lp;5636
lv;4291
lu;20462
lt;22238
ly;2370
md;9293
ma;108316
mb;9904
mg;2935
me;193012
mi;52014
mm;16699
mp;14466
mo;49532
ië;7110
mt;9739
ms;14104
mu;9823
na;85600
nb;9219
nc;15173
nd;210975
ne;112706
nf;7504
ng;160052
nh;6653
ni;101872
nk;30625
nl;13270
nm;5699
jv;8857
ju;7450
js;8856
jn;58310
jo;11014
jl;2986
jk;63258
kj;2639
ki;25077
kh;5082
ke;142679
kb;4084
ka;43783
jz;6204
kw;9422
ks;15316
kt;37774
ku;21380
ko;47389
kr;16956
kk;22931
kl;19768
km;2277
kn;3762
li;152245
lh;2041
lk;13930
lj;2805
le;186613
ld;48917
lg;17043
lf;14666
la;108558
lb;3871
hr;9790
ht;70555
hu;26696
hi;51988
hn;3107
ho;62143
id;59701
ic;49598
ib;3497
ia;20762
ig;76677
if;5650
ie;278697
ir;13297
is;150793
it;126463
iu;2671
iv;12291
ij;268669
ik;49897
il;48860
im;18614
in;352585
io;18906
eë;2010
ip;7898
je;54470
jd;26528
jg;7051
jf;10425
iz;5466
ja;26728
xi;2336
xt;2732
wi;52176
wo;57591
ws;3461
wa;83759
wd;2880
we;141521
vl;9498
vi;38842
vu;4014
vr;22261
vo;126936
uz;4971
uw;38963
uu;21412
ve;199353
va;189348
ui;93620
uk;12017
ul;23763
ue;6388
ug;10181
ur;60573
us;37643
ut;19862
um;14495
un;46150
up;4083
ty;2746
tz;3630
tu;35919
tt;21068
tw;22273
tv;7087
ub;8043
ua;5411
ud;24901
uc;12282
to;76044
tm;3155
tl;3381
ts;45850
tr;59111
tp;2490
tg;10439
te;367503
td;2906
tk;2512
tj;10219
ti;138762
th;17157
tb;6439
tc;2211
ta;80239
su;12117
sv;5664
ss;39025
st;230536
sy;5005
sw;3171
sl;25629
sk;6146
sn;7468
sm;7727
sp;39616
so;23232
sr;2834
sd;6423
sc;75638
sf;2433
se;85625
sh;8262
sg;3459
sj;3506
si;40771
rz;16421
sa;20612
sb;6338
rr;10231
rs;88146
rt;63122
ru;39974
rv;19906
rw;13860
ry;2308
rp;9798
ro;112737
rn;19233
rm;30402
rl;31684
rk;49122
ri;130274
rh;11609
rg;35030
rf;3616
re;197446
rd;132954
rc;6039
rb;20629
ra;109491
qu;3742
pt;11753
pu;10484
pv;3386
pp;14102
pr;51620
ps;7517
zi;94744
ze;92375
za;22773
zw;5617
zu;7358
zo;56546
ys;4984
yp;2314
¿½;3616
ï¿;3625
éé;3147
ën;3213
ël;2110
én;3687
bin;8301
bij;37135
blo;2945
ble;5736
bli;9969
bla;3117
bod;2597
boe;6049
bon;2941
boo;3395
bor;3435
bov;3503
bou;7572
bbe;13356
ban;6622
bal;3831
baa;7762
bas;4164
bar;4401
bei;2784
beh;7190
beg;7906
bee;8815
bed;10817
ber;16006
bep;3700
ben;19213
bel;15613
bek;5603
bez;5671
bew;5245
beu;3204
bev;5266
bes;21392
bet;11858
bie;7487
car;2470
cat;4597
bri;3922
bro;4197
bra;6697
bre;7719
bru;11530
bsi;2834
bur;5127
