&#;2958
bö;10413
fy;5187
gd;7867
ge;130772
ga;105673
fl;16762
ff;12055
bå;5708
fi;39456
bä;9564
fr;55745
fu;10786
ft;36862
fo;36853
gy;2259
he;59881
ha;94139
gn;16480
gl;12131
gj;3818
gi;29993
gh;14485
gg;24356
gu;6720
gt;30603
gs;45687
gr;46305
go;24809
dt;2866
du;31983
dv;5616
dy;2482
ea;7573
eb;12905
ec;21373
ed;121829
de;404328
dd;14175
dg;3830
df;4261
di;55940
dk;3365
dj;5771
dm;2324
dl;18878
do;22828
dn;20732
ds;32215
dr;42398
ex;19066
eu;6431
ev;22188
fa;35750
fe;16546
eh;15983
eg;27756
ef;26960
ee;4075
el;143406
ek;47693
ej;4383
ei;3260
ep;10573
eo;4426
en;476834
em;50127
et;316531
es;94723
er;500109
ca;8940
by;13923
bs;2595
br;26628
bu;10693
bo;27080
bj;5578
bl;34614
bi;32125
bb;9768
be;96074
db;4283
da;98696
co;4865
ck;75609
ci;14591
ch;157258
ce;22180
ba;38113
at;235346
as;91773
ar;350490
ax;3526
av;93768
au;5555
ak;37370
al;129702
ai;3962
aj;2346
ap;27296
am;85150
an;330875
ac;12052
ad;93710
ab;14529
ag;79420
ah;2246
af;13830
nu;16022
nt;111220
ns;149845
nr;4832
np;3234
no;46533
nn;73061
jö;12587
ny;17329
nv;15100
oe;3694
of;10741
oc;172053
od;25397
oa;2468
ob;12468
om;212925
on;129224
ok;17520
ol;62538
kå;2317
oj;7027
og;25093
kä;12987
oh;3233
ot;41120
os;30121
ov;13255
ou;3538
op;18725
oo;2263
or;146784
kö;10115
pd;3580
pe;61225
pf;2774
pg;4907
pa;37939
pl;27766
pm;2000
pn;4076
po;24965
ph;2400
lä;49096
pi;9092
lå;13092
lo;28477
ln;13135
lm;14016
ll;237445
ls;45301
lr;3016
lp;7062
lv;15628
lu;24933
lt;45201
hö;20397
ly;12789
md;2030
ma;104337
mb;9267
mg;3281
mh;10217
me;162299
mf;8656
mk;2367
ml;8570
mi;49249
mn;17921
mm;60982
mp;17407
mo;30575
mr;8840
mt;18405
ms;17088
mv;2893
mu;19033
my;10584
na;165881
nb;5057
nc;4760
nd;194069
ne;89645
nf;17491
ng;204965
jä;21524
nh;8220
ni;126889
nj;3273
nk;26446
nl;15744
nm;3561
ju;24117
jn;2001
jo;13957
jl;6589
ki;18698
gå;24344
kh;5349
gä;11006
ke;72858
ka;185301
fö;170106
ky;6727
gö;15223
ks;28860
kt;90200
ku;39034
kv;13602
ko;106568
kr;42267
kl;36023
